实体1,实体2,关系
 数据挖掘和机器学习软件, TensorFlow,
 数据挖掘和机器学习软件, Wolfram Mathematica,
 机器学习研究者, 伊恩·古德费洛,
 机器学习研究者, 李飞飞,
 机器学习研究者, 约书亚·本希奥,
 机器学习研究者, 迈克尔·乔丹 (学者),
 机器学习研究者, 邢波,
 机器学习算法, 反向传播算法,
 机器学习算法, 强化学习,
 机器学习算法, 径向基函数网络,
 机器学习算法, 最大期望算法,
 机器学习算法, 最小冗余特征选择,
 机器学习算法, 最近邻居法,
 机器学习算法, 模式识别,
 神经网络, Google神经机器翻译系统,
 神经网络, Hopfield神经网络,
 神经网络, 人工神经网络,
 神经网络, 径向基函数网络,
 神经网络, 极限学习机,
 神经网络, 生成对抗网络,
 神经网络, 神经可塑性,
 聚类分析, K-平均算法,
 聚类分析, 信息瓶颈,
 聚类分析, 模糊聚类,
 聚类分析, 聚类分析,
 聚类分析, 高斯混合模型,
 进化算法, 差异进化算法,
 进化算法, 布谷鸟搜索算法,
 进化算法, 蝙蝠算法,
 进化算法, 遗传编程,
 马尔可夫模型, 佩奇排名,
 马尔可夫模型, 熵率,
 马尔可夫模型, 算法作曲,
 马尔可夫模型, 维特比算法,
 马尔可夫模型, 语言模型,
 马尔可夫模型, 转移矩阵,
 马尔可夫模型, 量子马尔可夫链,
 马尔可夫模型, 马尔可夫性质,
 电子卡牌游戏, 三国杀Online,
 电子卡牌游戏, 卷轴 (游戏),
 电子卡牌游戏, 太阳神三国杀,
 电子卡牌游戏, 植物大战僵尸Online,
 电子卡牌游戏, 植物大战僵尸：全明星,
 电子卡牌游戏, 植物大战僵尸：英雄,
 电子卡牌游戏, 浏览器一骑当千 爆乳争霸传,
 电子卡牌游戏, 纸牌 (电子游戏),
 电子卡牌游戏, 英雄杀,
 Prolog, Prolog,
 Prolog, Visual Prolog,
 分类系统, JEL分类系统,
 分类系统, User,
 分类系统, User talk,
 分类系统, Wikipedia,
 分类系统, 七略,
 分类系统, 中华人民共和国学科分类,
 分类系统, 中华人民共和国学科分类与代码国家标准,
 分类系统, 中华民国行业标准分类,
 分类系统, 佛科留斯系统,
 分类系统, 冒号分类法,
 分类系统, 分类学,
 分类系统, 列表索引,
 分类系统, 卡片分类法,
 分类系统, 历史上的今天,
 分类系统, 哈伯序列,
 分类系统, 国家社会科学基金项目的分类法,
 分类系统, 国际专利分类,
 分类系统, 国际文献联合会分类体系,
 分类系统, 国际贸易标准分类,
 分类系统, 夏普力-索耶集中度分类法,
 分类系统, 属性,
 分类系统, 布立斯分类法,
 分类系统, 数学学科分类标准,
 分类系统, 日本十进分类法,
 分类系统, 机车轴式,
 分类系统, 杜威十进制图书分类法,
 分类系统, 气候分类,
 分类系统, 波特尔暗空分类法,
 分类系统, 生物分类法,
 分类系统, 真菌分类系统,
 分类系统, 总类,
 分类系统, 联合国教科文科学技术统计工作手册的分类法,
 分类系统, 联合国教科文组织分类法,
 分类系统, 萨达斯基太阳系外行星分类法,
 分类系统, 语言的类型分类,
 分类系统, 语言系属分类,
 分类系统, 阿尔奈-汤普森分类法,
 分类系统, 电影分级制度,
 分类系统, 电视分级制度,
 分类系统, 霍恩博斯特尔-萨克斯分类法,
 分类系统, 鲍茨-摩根分类,
 多重代理人系统, Gatebox,
 多重代理人系统, 多重代理人系统,
 多重代理人系统, 虚拟助理,
 战略, 以空间换时间,
 战略, 停火,
 战略, 分而治之,
 战略, 制海权,
 战略, 力量投射,
 战略, 咽喉点,
 战略, 唐太宗李卫公问对,
 战略, 城镇战,
 战略, 大战略,
 战略, 封锁,
 战略, 战略,
 战略, 战略计划,
 战略, 政治化,
 战略, 新世界秩序,
 战略, 新加坡战略,
 战略, 施里芬计划,
 战略, 消耗战,
 战略, 无限制潜艇战,
 战略, 皮洛士式胜利,
 战略, 第一岛链,
 战略, 第十七号计划,
 战略, 经济战,
 战略, 蓝色方案,
 战略, 衡山之谋,
 战略, 跳岛战术,
 战略, 长远目标、使命和信念,
 数据挖掘, DBSCAN,
 数据挖掘, ETL,
 数据挖掘, ROC曲线,
 数据挖掘, UIMA,
 数据挖掘, 先验算法,
 数据挖掘, 关联规则学习,
 数据挖掘, 分子挖掘,
 数据挖掘, 加权相关网络分析,
 数据挖掘, 商业智能,
 数据挖掘, 大数据,
 数据挖掘, 异常检测,
 数据挖掘, 拓扑数据分析,
 数据挖掘, 数据可视化,
 数据挖掘, 数据挖掘,
 数据挖掘, 文本挖掘,
 数据挖掘, 文档分类,
 数据挖掘, 正规概念分析法,
 数据挖掘, 在线分析处理,
 数据挖掘, 聚类分析,
 数据挖掘, 自动标引,
 数据挖掘, 资料仓储,
 数据挖掘, 过适,
 数据挖掘, 预测分析,
 本体 (计算机科学), BabelNet,
 本体 (计算机科学), Protégé,
 本体 (计算机科学), Swoogle,
 本体 (计算机科学), 受控词表(子分类),
 本体 (计算机科学), 受控词表,
 本体 (计算机科学), 基因本体,
 本体 (计算机科学), 本体 (信息科学),
 本体 (计算机科学), 本体工程,
 本体 (计算机科学), 本体 (计算机科学),
 本体 (计算机科学), 正规概念分析法,
 本体 (计算机科学), 知识交换格式,
 本体 (计算机科学), 网络本体语言,
 本体 (计算机科学), 解剖学基础模型,
 知识表示语言, 知识交换格式,
 索引典, AGROVOC,
 索引典, 主题术语的面向运用,
 索引典, 医学主题词,
 索引典, 索引典,
 索引典, 艺术家联合名录,
 规则引擎, Jess程序设计语言,
 语义网, DBpedia,
 语义网, Freebase,
 语义网, Google Squared,
 语义网, OWL-S,
 语义网, RDFa,
 语义网, SPARQL,
 语义网, Swoogle,
 语义网, Template,
 语义网, Wolfram Alpha,
 语义网, 信息框,
 语义网, 分众分类法,
 语义网, 受控词表,
 语义网, 巨大全球图,
 语义网, 本体 (信息科学),
 语义网, 本体工程,
 语义网, 本体构成要素,
 语义网, 卷标 (元数据),
 语义网, 潜在语义索引,
 语义网, 简单知识组织系统,
 语义网, 统一资源标志符,
 语义网, 网络本体语言,
 语义网, 规则交换格式,
 语义网, 语义检索,
 语义网, 语义网,
 语义网, 语义网堆栈,
 部分论, 分体本质论,
 部分论, 分体虚无主义,
 人工神经网络, Deeplearning4j,
 人工神经网络, Softmax函数,
 人工神经网络, Word2vec,
 人工神经网络, 前馈控制,
 人工神经网络, 卷积神经网络,
 人工神经网络, 反向传播算法,
 人工神经网络, 受限玻尔兹曼机,
 人工神经网络, 学习向量量化,
 人工神经网络, 径向基函数,
 人工神经网络, 梯度消失问题,
 人工神经网络, 深度学习,
 人工神经网络, 激活函数,
 人工神经网络, 玻尔兹曼机,
 人工神经网络, 线性整流函数,
 人工神经网络, 自组织映射,
 人工神经网络, 词嵌入,
 人工神经网络, 递归神经网络,
 人工神经网络, 长短期记忆,
 人工神经网络, 随机神经网络,
 专家系统, Jess程序设计语言,
 专家系统, Xcon,
 专家系统, 专家系统,
 摄影测量学, 像片重叠,
 摄影测量学, 共线方程,
 摄影测量学, 内、外方位元素,
 摄影测量学, 摄影测量法,
 摄影测量学, 相对定向与绝对定向,
 摄影测量学, 空中三角测量,
 数学形态学, 开运算 (形态学),
 数学形态学, 数学形态学,
 数学形态学, 腐蚀 (形态学),
 数学形态学, 膨胀 (形态学),
 数学形态学, 闭运算 (形态学),
 特征检测 (计算机视觉), Canny算子,
 特征检测 (计算机视觉), Template,
 特征检测 (计算机视觉), 加速稳健特征,
 特征检测 (计算机视觉), 卷积,
 特征检测 (计算机视觉), 尺度不变特征转换,
 特征检测 (计算机视觉), 特征检测,
 特征检测 (计算机视觉), 索贝尔算子,
 特征检测 (计算机视觉), 脊检测,
 特征检测 (计算机视觉), 角检测,
 特征检测 (计算机视觉), 边缘检测,
 特征检测 (计算机视觉), 霍夫变换,
 计算机视觉应用, 图像自动标注,
 计算机视觉应用, 移动测图,
 计算机视觉应用, 自动目标识别,
 计算机视觉应用, 闭路电视,
 语言模型, N元语法,
 语言模型, 困惑度,
 语言模型, 随机上下文无关文法,
 合一, 合一,
 合一, 方程求解,
 分析, 分析,
 分析, 引文分析,
 分析, 情景分析,
 分析, 系统分析,
 分析, 变异数分析测试,
 启发法, 代表性捷思法,
 启发法, 奥卡姆剃刀,
 启发法, 布谷鸟搜索算法,
 启发法, 并行退火,
 启发法, 怎样解题,
 启发法, 科学共识,
 启发法, 萨顿定律,
 启发法, 蝙蝠算法,
 启发法, 锚定效应,
 启发法, 零和思维,
 想象, 心智表征,
 想象, 性幻想,
 想象, 想象,
 想象, 白日梦,
 抽象, 复杂,
 抽象, 广义化,
 抽象, 抽象化,
 抽象, 概念,
 抽象, 白日梦,
 抽象, 知识抽象化,
 抽象, 第一原理,
 专家系统, Jess程序设计语言,
 专家系统, Xcon,
 专家系统, 专家系统,
 人工智能协会, 生命未来研究所,
 人工智能协会, 知识工程和机器学习实验室,
 人工智能史, MIT计算器科学与人工智能实验室,
 人工智能史, 一般问题解决器,
 人工智能史, 人工智能低谷,
 人工智能史, 人工智能史,
 人工智能史, 图灵测试,
 人工智能史, 爱德华·费根鲍姆,
 人工智能史, 拉吉·瑞迪,
 人工智能史, 约翰霍普金斯野兽,
 人工智能史, 约翰·霍普菲尔德,
 人工智能史, 艾伦·图灵,
 人工智能史, 信息处理语言,
 人工智能实验室, DeepMind,
 人工智能实验室, MIT计算器科学与人工智能实验室,
 人工智能实验室, 人工智能实验室,
 人工智能实验室, 知识工程和机器学习实验室,
 人工智能实验室, 信息科学研究院,
 人工智能应用, AlphaGo Zero,
 人工智能应用, AlphaZero,
 人工智能应用, AQ (围棋软件),
 人工智能应用, CGI (围棋软件),
 人工智能应用, ELF OpenGo,
 人工智能应用, Google智能助理,
 人工智能应用, Google神经机器翻译系统,
 人工智能应用, Leela Zero,
 人工智能应用, Leela,
 人工智能应用, Minigo,
 人工智能应用, PhoenixGo,
 人工智能应用, Prisma,
 人工智能应用," Quick, Draw!",
 人工智能应用, 人工生命,
 人工智能应用, 嘴型同步,
 人工智能应用, 图像自动标注,
 人工智能应用, 小冰,
 人工智能应用, 小爱同学,
 人工智能应用, 尤金·古斯特曼,
 人工智能应用, 推理,
 人工智能应用, 搜索 (计算机),
 人工智能应用, 数据挖掘,
 人工智能应用, 文本挖掘,
 人工智能应用, 机器学习,
 人工智能应用, 模式识别,
 人工智能应用, 机器记者,
 人工智能应用, 沃森 (人工智能程序),
 人工智能应用, 自主武器,
 人工智能应用, 自然语言处理,
 人工智能应用, 语音产生装置,
 人工智能应用, 认知科学,
 人工智能应用, 遗传算法,
 人工智能应用, 阿基纳多,
 人工智能研究者, 伊恩·古德费洛,
 人工智能研究者, 傅京孙,
 人工智能研究者, 杰夫·迪恩,
 人工智能研究者, 吴恩达,
 人工智能研究者, 周志华 (计算机科学家),
 人工智能研究者, 哈尔·阿伯尔森,
 人工智能研究者, 爱德华·费根鲍姆,
 人工智能研究者, 扬·勒丘恩,
 人工智能研究者, 拉吉·瑞迪,
 人工智能研究者, 朱松纯,
 人工智能研究者, 朱迪亚·珀尔,
 人工智能研究者, 李飞飞,
 人工智能研究者, 杨强,
 人工智能研究者, 杰弗里·辛顿,
 人工智能研究者, 特里·威诺格拉德,
 人工智能研究者, 约书亚·本希奥,
 人工智能研究者, 约瑟夫·维森鲍姆,
 人工智能研究者, 约翰·霍兰德,
 人工智能研究者, 约翰·霍普菲尔德,
 人工智能研究者, 罗莎琳·皮卡德,
 人工智能研究者, 艾伦·图灵,
 人工智能研究者, 蔡自兴,
 人工智能研究者, 迈克尔·乔丹 (学者),
 人工智能研究者, 达芙妮·科勒,
 人工智能研究者, 邢波,
 人工智能题材作品, 人工智能叛变,
 人工智能题材作品, 人工智能题材作品,
 人工智能题材作品, 传送门,
 人工智能题材作品, 传送门2,
 人工智能题材作品, 传送门故事：梅尔,
 人工智能题材作品, 全面进化,
 人工智能题材作品, 刺客教条系列,
 人工智能题材作品, 梦见,
 人工智能题材作品, 战斗妖精雪风,
 人工智能题材作品, 无声狂啸,
 人工智能题材作品, 王国之心 HD I.5 ReMIX,
 人工智能题材作品, 王国之心 HD II.5 ReMIX,
 人工智能题材作品, 王国之心 HD II.8 Final Chapter Prologue,
 人工智能题材作品, 王国之心 χ,
 人工智能题材作品, 王国之心 编码,
 人工智能题材作品, 神经漫游者,
 人工智能题材作品, 绝密飞行,
 人工智能题材作品, 罗索的万能工人,
 人工智能题材作品, 翠星上的加尔冈缇亚,
 人工智能题材作品, 聚爆,
 人工智能题材作品, 聚爆：第零日,
 人工智能题材作品, 起源 (丹·布朗小说),
 人工智能题材作品, 云端情人,
 人工智能题材作品, 计算机情人梦,
 人工智能题材作品, 黑客帝国,
 人工智能题材作品, 黑客帝国2：重装上阵,
 人工智能题材作品, 黑客帝国3：矩阵革命,
 人工智能题材作品, 黑客帝国动画版,
 多重代理人系统, Gatebox,
 多重代理人系统, 多重代理人系统,
 多重代理人系统, 虚拟助理,
 情感计算, 情感计算,
 情感计算, 文本情感分析,
 搜寻算法, Alpha-beta剪枝,
 搜寻算法, X算法,
 搜寻算法, 二分搜索算法,
 搜寻算法, 倒排索引,
 搜寻算法, 哈希表,
 搜寻算法, 完美散列,
 搜寻算法, 广度优先搜索,
 搜寻算法, 康托展开,
 搜寻算法, 搜寻算法,
 搜寻算法, 散列函数,
 搜寻算法, 暴力搜索,
 搜寻算法, 最近邻居法,
 搜寻算法, 极小化极大算法,
 搜寻算法, 深度优先搜索,
 搜寻算法, 爬山算法,
 搜寻算法, 禁忌搜索,
 搜寻算法, 线性哈希,
 搜寻算法, 线性探测,
 搜寻算法, 线性散列,
 搜寻算法, 范围最值查询,
 搜寻算法, 蒙特卡洛树搜索,
 搜寻算法, 迭代深化深度优先搜索,
 本体 (计算机科学), BabelNet,
 本体 (计算机科学), Protégé,
 本体 (计算机科学), Swoogle,
 本体 (计算机科学), 受控词表(子分类),
 本体 (计算机科学), 受控词表,
 本体 (计算机科学), 基因本体,
 本体 (计算机科学), 本体 (信息科学),
 本体 (计算机科学), 本体工程,
 本体 (计算机科学), 本体 (计算机科学),
 本体 (计算机科学), 正规概念分析法,
 本体 (计算机科学), 知识交换格式,
 本体 (计算机科学), 网络本体语言,
 本体 (计算机科学), 解剖学基础模型,
 机器人学, Atlas机器人,
 机器人学, LeJOS,
 机器人学, Not eXactly C,
 机器人学, Pepper (机器人),
 机器人学, Portal,
 机器人学, Sota (机器人),
 机器人学, VFH算法,
 机器人学, 人工势场法,
 机器人学, 人形机器人,
 机器人学, 仿生机器人学,
 机器人学, 即时定位与地图构建,
 机器人学, 性爱机械人,
 机器人学, 技术奇异点,
 机器人学, 新加坡机器人学会,
 机器人学, 机器人,
 机器人学, 机器人学,
 机器人学, 机械手臂,
 机器人学, 真实的人类,
 机器人学, 纳米机器人,
 机器人学, 声码器,
 机器人学, 肯·戈德堡,
 机器人学, 自动机,
 机器人学, 自动驾驶汽车,
 机器人学, 自由度 (物理学),
 机器人学, 被动行走,
 机器人学, 军用机器人,
 机器人学, 运动规划,
 机器人学, 逆运动学,
 机器人学, 医疗用机器人,
 机器学习, AlphaGo Zero,
 机器学习, AlphaGo,
 机器学习, AQ (围棋软件),
 机器学习, Bagging算法,
 机器学习, CGI (围棋软件),
 机器学习, Darkforest,
 机器学习, Deeplearning4j,
 机器学习, DeepMind,
 机器学习, DeepZenGo,
 机器学习, Draft,
 机器学习, ELF OpenGo,
 机器学习, ID3算法,
 机器学习, Kaggle,
 机器学习, Leela Zero,
 机器学习, Leela,
 机器学习, Minigo,
 机器学习, PhoenixGo,
 机器学习, TensorFlow,
 机器学习, UIMA,
 机器学习, VC理论,
 机器学习, Word2vec,
 机器学习, 主题模型,
 机器学习, 二次分类器,
 机器学习, 人工神经网络,
 机器学习, 决策树,
 机器学习, 分类问题,
 机器学习, 判别模型,
 机器学习, 即时定位与地图构建,
 机器学习, 商汤科技,
 机器学习, 图模式,
 机器学习, 多层感知器,
 机器学习, 多示例学习,
 机器学习, 多线性主成分分析,
 机器学习, 大间隔最近邻居,
 机器学习, 对联机,
 机器学习, 序列最小优化算法,
 机器学习, 张量处理器,
 机器学习, 强人工智能,
 机器学习, 强化学习,
 机器学习, 归纳偏置,
 机器学习, 径向基函数核,
 机器学习, 感知器,
 机器学习, 文档分类,
 机器学习, 机器学习,
 机器学习, 条件随机域,
 机器学习, 梯度消失问题,
 机器学习, 概率模型,
 机器学习, 机器感知,
 机器学习, 正规概念分析法,
 机器学习, 归纳偏向,
 机器学习, 泛化误差,
 机器学习, 深度学习,
 机器学习, 无监督式学习网络,
 机器学习, 特征缩放,
 机器学习, 生成模型,
 机器学习, 监督式学习,
 机器学习, 监督式学习网络,
 机器学习, 相关向量机,
 机器学习, 等距特征映射,
 机器学习, 绝艺,
 机器学习, 统计学习理论,
 机器学习, 维数灾难,
 机器学习, 聚类分析,
 机器学习, 表征学习,
 机器学习, 规则归纳,
 机器学习, 词袋模型,
 机器学习, 贝氏网络,
 机器学习, 过适,
 机器学习, 部分可观察马可夫决策过程,
 机器学习, 随机森林,
 机器学习, 隐含狄利克雷分布,
 机器学习, 隐马尔可夫模型,
 机器学习, 非监督式学习,
 机器学习, 高斯混合模型,
 模糊逻辑, 含糊,
 模糊逻辑, 模糊控制,
 模糊逻辑, 模糊控制语言,
 模糊逻辑, 模糊数学,
 模糊逻辑, 模糊翻译,
 模糊逻辑, 模糊规则,
 模糊逻辑, 模糊逻辑,
 模糊逻辑, 模糊集,
 模糊逻辑, 隶属函数,
 游戏人工智能, AlphaGo,
 游戏人工智能, AQ (围棋软件),
 游戏人工智能, CGI (围棋软件),
 游戏人工智能, Darkforest,
 游戏人工智能, DeepZenGo,
 游戏人工智能, ELF OpenGo,
 游戏人工智能, Leela Zero,
 游戏人工智能, Leela,
 游戏人工智能, Minigo,
 游戏人工智能, PhoenixGo,
 游戏人工智能, 国际计算机对局协会,
 游戏人工智能, 奥林匹亚计算机游戏程序竞赛,
 游戏人工智能, 寻路,
 游戏人工智能, 极小化极大算法,
 游戏人工智能, 洛斯阿拉莫斯西洋棋,
 游戏人工智能, 游戏人工智能,
 游戏人工智能, 电子卡牌游戏(子分类),
 游戏人工智能, 电子图版游戏(子分类),
 游戏人工智能, 电脑象棋,
 游戏人工智能, 竞赛树,
 游戏人工智能, 绝艺,
 游戏人工智能, 计算机围棋,
 游戏人工智能, 计算机将棋,
 游戏人工智能, 零玩家游戏,
 生物特征识别, 人脸检测,
 生物特征识别, 人脸识别,
 生物特征识别, 哈尔特征,
 生物特征识别, 商汤科技,
 生物特征识别, 生物特征识别,
 生物特征识别, 维奥拉-琼斯目标检测框架,
 知识表示, BabelNet,
 知识表示, Is-a,
 知识表示, KM程序语言,
 知识表示, Prolog,
 知识表示, Protégé,
 知识表示, SERVQUAL量表,
 知识表示, 专家系统,
 知识表示, 主题卷标,
 知识表示, 主题地图,
 知识表示, 元内容框架,
 知识表示, 具象人类知识系统,
 知识表示, 再现,
 知识表示, 分众分类法,
 知识表示, 地缘政治本体论,
 知识表示, 多智能体系统,
 知识表示, 实化 (计算机科学),
 知识表示, 描述逻辑,
 知识表示, 文档分类,
 知识表示, 本体 (信息科学),
 知识表示, 框架 (社会科学),
 知识表示, 知识库,
 知识表示, 知识表示,
 知识表示, 简单知识组织系统,
 知识表示, 语义网,
 知识表示, 语义网堆栈,
 知识表示, 资源描述框架,
 知识表示, 部分论(子分类),
 神经网络, Google神经机器翻译系统,
 神经网络, Hopfield神经网络,
 神经网络, 人工神经网络(子分类),
 神经网络, 人工神经网络,
 神经网络, 径向基函数网络,
 神经网络, 极限学习机,
 神经网络, 生成对抗网络,
 神经网络, 神经网络,
 神经网络, 神经可塑性,
 群集智能, 多主体优化系统,
 群集智能, 社会认知优化,
 群集智能, 粒子群优化,
 群集智能, 群集智能,
 群集智能, 蚁群算法,
 聊天机器人, Tay,
 聊天机器人, 小冰,
 聊天机器人, 尤金·古斯特曼,
 聊天机器人, 聊天机器人,
 聊天机器人, 聊天机器人,
 聊天机器人, 虚拟助理,
 虚拟助理, Gatebox,
 虚拟助理, 虚拟助理,
 规则引擎, Jess程序设计语言,
 规则引擎, JSR-94,
 计算机视觉, Google Goggles,
 计算机视觉, ViBe,
 计算机视觉, 三维扫描仪,
 计算机视觉, 主动轮廓模型,
 计算机视觉, 光流法,
 计算机视觉, 卢卡斯-卡纳德方法,
 计算机视觉, 哈尔特征,
 计算机视觉, 商汤科技,
 计算机视觉, 图像分析,
 计算机视觉, 图像处理,
 计算机视觉, 图像配准,
 计算机视觉, 基础矩阵,
 计算机视觉, 局部二值模式,
 计算机视觉, 心理视觉增强,
 计算机视觉, 方向梯度直方图,
 计算机视觉, 最大稳定极值区域,
 计算机视觉, 消失点,
 计算机视觉, 特征检测,
 计算机视觉, 联合相容分枝定界,
 计算机视觉, 计算机视觉,
 计算机视觉, 计算机视觉各主题列表,
 计算机视觉, 隐马尔可夫模型,
 计算机视觉, 随机抽样一致,
 计算机视觉, 高斯差,
 语音识别, Cortana,
 语音识别, Google智能助理,
 语音识别, MARF,
 语音识别, Siri,
 语音识别, TIMIT,
 语音识别, 关键词检测,
 语音识别, 口语语料库,
 语音识别, 声学模型,
 语音识别, 小爱同学,
 语音识别, 言语知觉的运动理论,
 语音识别, 词汇标示框架,
 语音识别, 语音加强,
 语音识别, 语音输入法,
 语音识别, 语音文档检索,
 语音识别, 语音活性检测,
 语音识别, 语音识别,
 逻辑编程, Cut (逻辑编程),
 逻辑编程, 合一,
 逻辑编程, 方程求解,
 问题解决, 8D问题解决法,
 问题解决, TRIZ,
 问题解决, 世界咖啡馆 (讨论),
 问题解决, 六何法,
 问题解决, 创造力,
 问题解决, 启发法,
 问题解决, 心流理论,
 问题解决, 怎样解题,
 问题解决, 批判性思维,
 问题解决, 提喻法,
 问题解决, 故障分析,
 问题解决, 根本原因分析,
 问题解决, 水平思考,
 问题解决, 算法,
 问题解决, 聚敛性思考,
 问题解决, 脑力激荡法,
 问题解决, 解决问题,
 问题解决, 试错,
 问题解决, 跳跃性思维,
 问题解决, 问题管理,
 限制满足, 约束编程,
人工智能, BabelNet,
人工智能, Bixby,
人工智能, Cyc,
人工智能, DeepMind,
人工智能, GOFAI,
人工智能, Gomocup,
人工智能, OilEd,
人工智能, Pellet,
人工智能, ReCAPTCHA,
人工智能, RSVP Technologies Inc.,
人工智能, SCIgen,
人工智能, SimSimi,
人工智能, Tf-idf,
人工智能, 不确定性推理,
人工智能, 不精确和不确定的管理,
人工智能, 专家系统,
人工智能, 中文房间,
人工智能, 云机器人,
人工智能, 人工意识,
人工智能, 人工智能叛变,
人工智能, 人工智能,
人工智能, 人工智能史,
人工智能, 人工生命,
人工智能, 人工神经网络,
人工智能, 人形机器人,
人工智能, 人脸识别,
人工智能, 信息抽取,
人工智能, 光学字符识别,
人工智能, 关键语,
人工智能, 决策树,
人工智能, 前馈神经网络,
人工智能, 动态语言生成,
人工智能, 博弈论,
人工智能, 即时定位与地图构建,
人工智能, 卷积神经网络,
人工智能, 友好的人工智能,
人工智能, 可废止推理,
人工智能, 问答系统,
人工智能, 国际人工智能联合会议,
人工智能, 图灵估计,
人工智能, 图灵测试,
人工智能, 多主体系统学习,
人工智能, 多层感知器,
人工智能, 多智能体系统,
人工智能, 威诺格拉德模式挑战,
人工智能, 工业人工智能,
人工智能, 常识知识库,
人工智能, 开放蠕虫,
人工智能, 弈心,
人工智能, 强化学习,
人工智能, 心物问题,
人工智能, 恐怖谷理论,
人工智能, 感知器,
人工智能, 指代,
人工智能, 推理机,
人工智能, 搜索 (计算机),
人工智能, 旷视科技,
人工智能, 普适计算,
人工智能, 智能型个人助理,
人工智能, 智能代理,
人工智能, 智能控制,
人工智能, 智能程序,
人工智能, 智能规划,
人工智能, 最近邻居法,
人工智能, 最邻近搜索,
人工智能, 本体 (信息科学),
人工智能, 机器人,
人工智能, 机器人世界杯,
人工智能, 机器翻译,
人工智能, 机器视觉,
人工智能, 模块化本体,
人工智能, 模糊逻辑,
人工智能, 混淆矩阵,
人工智能, 爬山算法,
人工智能, 玲奈 (人工智能),
人工智能, 理性主体,
人工智能, 生命形态列表,
人工智能, 生物识别技术,
人工智能, 电脑象棋,
人工智能, 知识表示,
人工智能, 竞赛树,
人工智能, 第五代计算机,
人工智能, 算法交易,
人工智能, 细胞式类神经网络,
人工智能, 约翰·罗杰斯·希尔勒,
人工智能, 统计机器翻译,
人工智能, 罗布纳奖,
人工智能, 自动推理,
人工智能, 莫拉维克悖论,
人工智能, 蒙特卡洛树搜索,
人工智能, 语意分析,
人工智能, 计算机围棋,
人工智能, 计算机视觉,
人工智能, 软计算,
人工智能, 达特矛斯会议,
人工智能, 进化计算,
人工智能, 递归神经网络,
人工智能, 遗传算法,
人工智能, 遗传编程,
人工智能, 逻辑编程,
人工智能, 长短期记忆,
人工智能, 限制 (逻辑),
人工智能, 集体智慧,
人工智能, 马尔可夫网络,
人工智能, 验证码,
人工智能, 黑板 (计算机),
