title,detail,baseInfoKeyList,baseInfoValueList
 集合论系统,"""在纯数学中，朴素集合论是是探討数学基础時，用到的幾個集合論中的一個，朴素集合论主要是將用一般語言的形式處理集合問題，依赖於把集合作为叫做这个集合的“元素”或“成员”的搜集（collection），未有形式化的理解。和用公理定義而產生的公理化集合论不同。而公理化集合论只使用明确定义的公理列表，還有從中证明的关于集合和成员关系的種種事实，公理起源自对对象的搜集和它们的成员的理解，但为了各种目的而被謹慎地构建，例如是避免已知的各種悖论，例如理发师悖论－一個理髮師他只為（而且一定要為）城裡所有不為自己刮鬍子的人刮鬍子，那理髮師該為自己刮鬍子嗎？集合在数学中是极其重要的；事實上，採用现代的形式化定義，多種数学对象（数、关系、函数等等）都可以用集合来構建。""",中文:, 集合论系统
 中国机器人学,"""新松机器人自動化股份有限公司（Siasun）是隶属中国科学院的機械人生產公司。""",中文:, 中国机器人学
 各国机器人,"""機器人動畫是一种動畫類型，此種動畫的故事重心就是在機器人，美国最早广为人知的机器人动画是变形金刚，日本最早的機器人動畫则是铁臂阿童木。此類題材的愛好者跟科幻以及特攝的愛好者有很大的交集。""",中文:, 各国机器人
 各国机器人学家,"""人工智能（英语：artificialintelligence，缩写为AI）亦稱機器智能，指由人製造出來的機器所表現出來的智能。通常人工智能是指通過普通電腦程式的手段實現的人類智能技術。該詞也指出研究這樣的智能系統是否能夠實現，以及如何實現科學領域。同時如此，人類的數量開始收斂及功能逐漸被其取代。一般教材中的定义领域是“智能主体（intelligentagent）的研究与设计”，智能主体指一个可以观察周遭环境并作出行动以达致目标的系统。约翰·麦卡锡于1955年的定义是「制造智能机器的科学与工程」。人工智能的研究是高度技术性和专业的，各分支领域都是深入且各不相通的，因而涉及範圍極廣。人工智能的研究可以分为几个技术问题。其分支领域主要集中在解决具体问题，其中之一是，如何使用各种不同的工具完成特定的应用程序。AI的核心问题包括建構能夠跟人類似甚至超越的推理、知识、规划、学习、交流、感知、移动和操作物体的能力等。強人工智能目前仍然是该领域的长远目标。目前強人工智慧已經有初步成果，甚至在一些影像辨識、語言分析、棋類遊戲等等單方面的能力達到了超越人類的水平，而且人工智慧的通用性代表著，能解決上述的問題的是一樣的AI程式，無須重新開發算法就可以直接使用現有的AI完成任務，與人類的處理能力相同，但達到具備思考能力的統合強人工智慧還需要時間研究，比较流行的方法包括统计方法，计算智能和传统意义的AI。目前有大量的工具应用了人工智能，其中包括搜索和数学优化、逻辑推演。而基於仿生學、認知心理學，以及基于概率论和经济学的演算法等等也在逐步探索當中。""",中文:, 各国机器人学家
 日本机器人学,"""世界机器人博览会（InternationalRobotExhibition，簡稱IREX）是世界上最大的机器人貿易展覽會，固定在在日本東京舉行，第一次是在1973年，之後每二年舉行一次，由日本機器人協會（JARA）和日刊工業新聞規劃，日本及世界各國的公司都會在博览会中展示最新的技術。""",中文:, 日本机器人学
 美国机器人学,"""Atlas机器人（英语：Atlas(robot)）是一个双足人形机器人，由美国波士顿动力公司为主开发，和由美国国防部国防高等研究计划署（DARPA）的资助和监督。这个身高6-英尺（1.8-米）的机器人是专为各种搜索及拯救任务而设计，并在2013年7月11日向公众亮相。""",中文:, 美国机器人学
 3D打印,"""3D打印（英语：3Dprinting），又称增材制造、積層製造（英语：AdditiveManufacturing，AM），可指任何打印三维物体的过程。3D打印主要是一个不断添加的过程，在计算机控制下层叠原材料。3D打印的内容可以来源于三维模型或其他电子数据，其打印出的三维物体可以拥有任何形状和几何特征。3D打印机属于工业机器人的一种。“3D打印”这个词的原意是指将材料有序沉积到粉末层喷墨打印头的过程。最近此词的含义已经扩大到广泛包括的各种技术，如挤压和烧结过程。技术标准一般使用“增量制造”这个术语来表达这个广泛含义。""",中文:, 3D打印
 工业机器人,"""工业机器人按照ISO8373定义，它是面向工业领域的多关节机械手或多自由度的机器人。工业机器人是自动执行工作的机器装置，是靠自身动力和控制能力来实现各种功能的一种机器。它可以接受人类指挥，也可以按照预先编排的程序运行，现代的工业机器人还可以根据人工智能技术制定的原则纲领行动。工业机器人的典型应用包括焊接、刷漆、组装、采集和放置（例如包装、码垛和SMT）、产品检测和测试等;所有的工作的完成都具有高效性、持久性、速度和准确性。""",中文:, 工业机器人
 智能设备,"""行動裝置（英语：Mobiledevice），也被稱為手持裝置（handhelddevice）、行動終端、移动通信终端等，大多數為口袋大小的计算设备，包括手机、笔记本电脑、平板电脑、POS机、车载电脑等。但多数情况下是指具有多种应用功能的智能手机和平板电脑，通常有一個小的顯示螢幕，觸控輸入，或是小型的鍵盤。因为透過它可以随时随地访问获得各种信息，这一类设备很快变得流行。和诸如手提电脑和智能手机之类的移动计算设备一起，PDA代表了新的计算领域。下面这些是典型的移动设备掌上游戏机移动电话智能手机平板電腦""",中文:, 智能设备
 动物型机器人,"""机器人（英语：Robot）包括一切模拟人类行为或思想與模拟其他生物的机械（如机器狗，机器猫等）。狭义上对机器人的定义还有很多分类法及争议，有些电脑程序甚至也被称为机器人。在当代工业中，機器人指能自動執行任务的人造機器裝置，用以取代或协助人类工作，一般會是機電裝置，由電腦程式或是電子電路控制。機器人的範圍很廣，可以是自主或是半自主的，可以從本田技研工業的ASIMO或是TOSY的TOPIO等擬人機器人到工业机器人，也包括多台一起動作的群機器人，其至是奈米機器人。藉由模仿逼真的外觀及自動化的動作，理想中的高仿真機器人是高级整合控制论、机械电子、计算机与人工智能、材料学和仿生学的产物，目前科学界正在向此方向研究开发。有关机器人的话题，常见于科幻作品中。機器人學是有關機器人設計、組裝、運作及應用的技術研究，以及控制機器人的電腦系統、感測器回授以及信息處理等。機器人可以代替人類在一些危險的環境或是製造程序中工作，或是在外貌、行為或認知上取代人類。許多機器的概念都來自自然界，因此有仿生機器人學的出現。在工業時代機械技術提昇後，像自動化設備、遙控甚至無線遙控也日益成熟，電子學的進展成為機器人發展的動力。第一個電子式自動機是於1948年在英國的布里斯托尔由WilliamGreyWalter發明，第一個數位化，由電腦控制的自動機是在1954年由GeorgeDevol發明，命名為Unimate，後續在1961年賣給奇異電氣，用在紐澤西州的工廠中，用來將壓鑄設備中的熱金屬上移。機器人可以作一些重複性高或是危險，人類不想做的工作，也可以做一些因為尺寸限制，人類無法作的工作，甚至是像外太空或是深海中，不適人類生存的環境。社會上對越來越多的機器人及其角色有些疑慮，機器人因為在越來越多方面可以取代人類，因此被認為是增加失業人口的主因之一。戰爭中使用的機器人也有道德上的疑慮。機器人自主的可能性及其影響是科幻小說的主題之一，以後也可能變成實際會發生的問題。""",中文:, 动物型机器人
 无人载具,"""無人飛行載具（英语：UnmannedAerialVehicle，縮寫：UAV）或稱無人飛機系統（UnmannedAircraftSystem，縮寫：UAS），俗稱無人飛機、無人機、無人航空載具、無人作戰飛機、蜂型機，廣義上為不需要駕駛員登機駕駛的各式遙控飛行器，一般特指軍方的無人偵察飛機。至於無人駕駛作戰飛機則是具備類似攻擊機的性能,而且成本低。""",中文:, 无人载具
 机器人题材作品,"""《说假话的机器人》（Liar!）是美国作家艾萨克·阿西莫夫创作的一篇短篇科幻小说。这篇小说初次出版在1941年五月的《超级科学故事》（SuperScienceStories）杂志上。后来收录于1950年的《我，机器人》(I,Robot)和1982年的《机器人全集》（TheCompleteRobot）。这篇小说是阿西莫夫正式出版的第三部关于正子机器人的作品。1969年，这篇小说被改编为英国电视连续剧《来自未知》(OutoftheUnknown)中的一集。""",中文:, 机器人题材作品
 球形机器人,"""球形機器人（SphericalRobot、sphericalmobilerobot或ball-shapedrobot）是外型為球型的行動機器人。一般是用球形的殼作為機器人的身體，透過內部驅動單元（IDU）讓機器人移動。球形機器人一般是用在平面上滾動的方式行動，滾動一般是透過調整機器人的重心（透過單擺驅動系統進行），不過也存在其他的驅動方式。球形機器人的外殼一般會是固體的透明材料，不過有些為了驅動需要，也會做成不透明的，或是用可撓材料來製作外殼。球形機器人的外殼是密封的，外界環境不會影響其內容，也有可重新配置的球形機器人，可以將球形外殼變成其他形狀，因此除了滾動外，也可以進行其他的任務。球形機器人可以是自動的機器人，也可以是遙控的機器人。因為球形機器人的活動特性，以及其封閉的外殼，幾乎所有球形機器人的內部驅動單元和外部控制單元（資料採集或是導航）的通訊都是利用無線通訊。這類機器人的電源大部份會是機器人內部的電池，不過也有些機器人是用太阳能电池供電。球形機器人可以依其應用或是驅動機制來進行分類。另外也有一種球形機器人的定義，機器人是靜止的，透過二個旋轉接點以及一個只能平移的稜柱接點，形成球座標系。""",中文:, 球形机器人
 社交机器人,"""社交機器人是一種自主機器人，能夠遵循符合自己身份的社交行為和規範，與人類或其他自主的實體進行互動與溝通。這個定義意味著社交機器人必須有實在的形體（不能只是螢幕上的角色）。近來發展的機器人，有些是用螢幕顯示機器人的頭。這種機器人處於合格邊緣，如果軀幹的功能只是為了放置螢幕，就不算是機器人。但是如果這類的機器人具備機動性，並且有感應的功能，這種系統就可以視為機器人。""",中文:, 社交机器人
 医疗机器人,"""醫療用機器人是用於醫療的機器人。例如外科手術中用的醫療用機器人（手術用機器人）可以用更精準、侵入性更小的方式進行手術，手術用機器人也是遙控機器人，由外科醫生在另一端控制手術這一端的效果。""",中文:, 医疗机器人
 类人型机器人,"""類人型機器人（Humanoidrobot），是機器人（Robot）的一種，具有類似於人類外型的特徵，例如有頭部、軀幹跟手腳，但不一定有頭髮、五官、牙齒、人造皮膚之類的細微特徵。另一種完整呈現人類外型的機器人，被稱作人型機器人（Android）。""",中文:, 类人型机器人
 机器人感应,"""機器人學（英语：robotics）是一項涵蓋了機器人的設計、建造、運作、以及應用的跨領域科技，就如同電腦系統之控制、感測回授、以及資訊處理。這些科技催生出能夠取代人力的自動化機器，在危險境或製造工廠運作，或塑造成外表、行為、心智的仿人機器人。如今許多的機器人受到自然界的啟發，貢獻於生物啟發的機器人學的領域。創造可自動運轉的機器的概念可追溯至古典時代，但是直到20世紀以前，機器人的功能和潛在應用開發及研究沒有持續地成長。縱觀歷史，機器人常見於模仿人類行為，且常以類似的方法管理事務。時至今日，機器人學成為一個快速成長的領域，同時先進技術持續地研發、設計、以及建造用來達成各種實用目的新款機器人，例如家庭用機器人、工業機器人或軍用機器人。許多機器人從事對人類來講非常危險的工作，如拆除炸彈、地雷、探索沉船等。机器人学还被用于STEM教育(科学Science,技术Technology,工程Engineering,和数学Mathematics)作为教学辅助。""",中文:, 机器人感应
 机器人学公司,"""世界机器人博览会（InternationalRobotExhibition，簡稱IREX）是世界上最大的机器人貿易展覽會，固定在在日本東京舉行，第一次是在1973年，之後每二年舉行一次，由日本機器人協會（JARA）和日刊工業新聞規劃，日本及世界各國的公司都會在博览会中展示最新的技術。""",中文:, 机器人学公司
 决策树,"""决策论中（如风险管理），决策树（Decisiontree）由一个决策图和可能的结果（包括资源成本和风险）组成，用来创建到达目标的规划。决策树建立并用来辅助决策，是一种特殊的树结构。决策树是一个利用像树一样的图形或决策模型的决策支持工具，包括随机事件结果，资源代价和实用性。它是一个算法显示的方法。决策树经常在运筹学中使用，特别是在决策分析中，它帮助确定一个能最可能达到目标的策略。如果在实际中，决策不得不在没有完备知识的情况下被在线采用，一个决策树应该平行概率模型作为最佳的选择模型或在线选择模型算法。决策树的另一个使用是作为计算条件概率的描述性手段。""",中文:, 决策树
 遗传算法,"""遗传算法（英语：geneticalgorithm(GA)）是计算数学中用于解决最佳化的搜索算法，是进化算法的一种。进化算法最初是借鉴了进化生物学中的一些现象而发展起来的，这些现象包括遗传、突变、自然选择以及杂交等。遗传算法通常实现方式为一种计算机模拟。对于一个最优化问题，一定数量的候选解（称为个体）可抽象表示为染色體，使种群向更好的解进化。传统上，解用二进制表示（即0和1的串），但也可以用其他表示方法。进化从完全随机个体的种群开始，之后一代一代发生。在每一代中评价整个种群的适应度，从当前种群中随机地选择多个个体（基于它们的适应度），通过自然选择和突变产生新的生命种群，该种群在算法的下一次迭代中成为当前种群。""",中文:, 遗传算法
 卡牌对战电子游戏,"""电子游戏（或稱為电玩游戏，簡稱電玩；有時直接按英文「videogame」翻譯為影像遊戲或電動遊戲），是指所有依託于電子媒體平臺而運行的交互遊戲。電子遊戲按照遊戲的載體劃分，可分為街機遊戲、掌機遊戲、電視遊戲（或稱家用機遊戲、视频遊戲以及部份地區稱視訊遊戲）、電腦遊戲和手機遊戲（或稱行動遊戲），是指人通过电子设备（如电脑、游戏机及手机等）进行的遊戲。西方游戏界往往将电子游戏（Electronicgames）细分为影像游戏（Videogame）和听觉游戏（Audiogame）等，而中文游戏界则习惯一律以「电子游戏」指代。""",中文:, 卡牌对战电子游戏
 电子卡牌游戏小作品,"""《巫师之昆特牌》（英语：Gwent:TheWitcherCardGame）是一款由CDProjektRED为MicrosoftWindows、PlayStation4和XboxOne平台开发的免费卡片對戰游戏。本作于2016年6月在微软的E3Xbox简报会上公布。封闭测试版于2016年10月25日在Windows和XboxOne平台开启，公共测试版于5月24日在WindowsPC、XboxOne和PS4上开启。中国大陆第一次先遣服务器测试“青草试炼”于2017年4月12日至18日进行，第二次先遣服务器测试“山岳试炼”于同年6月6日至19日进行，，中国大陆公开测试“梦境试炼”于同年8月29日正式上线本作独立于同一开发商开发的《巫师3：狂猎》中的同名小型卡牌对战游戏，但与《巫师3》中的昆特牌游戏不同的是，《巫师之昆特牌》专注玩家对战部分。游戏的核心玩法依然是三局两胜，两军对垒，玩家代表《巫师3》里的不同派系。开始会有一套牌组，玩家可以通过购买卡桶获得卡牌，或是完成冒险模式赢得对战获得特定的卡牌。""",中文:, 电子卡牌游戏小作品
 数据挖掘和机器学习软件,"""机器学习是人工智能的一个分支。人工智能的研究历史有着一条从以“推理”为重点，到以“知识”为重点，再到以“学习”为重点的自然、清晰的脉络。显然，机器学习是实现人工智能的一个途径，即以机器学习为手段解决人工智能中的问题。机器学习在近30多年已发展为一门多领域交叉学科，涉及概率论、统计学、逼近论、凸分析、计算复杂性理论等多门学科。机器学习理论主要是设计和分析一些让计算机可以自动“学习”的算法。机器学习算法是一类从数据中自动分析获得规律，并利用规律对未知数据进行预测的算法。因为学习算法中涉及了大量的统计学理论，机器学习与推断统计学联系尤为密切，也被称为统计学习理论。算法设计方面，机器学习理论关注可以实现的，行之有效的学习算法。很多推论问题属于无程序可循难度，所以部分的机器学习研究是开发容易处理的近似算法。机器学习已广泛应用于数据挖掘、计算机视觉、自然语言处理、生物特征识别、搜索引擎、医学诊断、检测信用卡欺诈、证券市场分析、DNA序列测序、语音和手写识别、战略游戏和机器人等领域。""",中文:, 数据挖掘和机器学习软件
 聚类分析,"""聚类分析（英语：Clusteranalysis，亦称为群集分析）是对于统计数据分析的一门技术，在许多领域受到广泛应用，包括机器学习，数据挖掘，模式识别，图像分析以及生物信息。聚类是把相似的对象通过静态分类的方法分成不同的组别或者更多的子集（subset），这样让在同一个子集中的成员对象都有相似的一些属性，常见的包括在坐标系中更加短的空间距离等。一般把数据聚类归纳为一种非監督式學習。""",中文:, 聚类分析
 本体编辑器,"""本体编辑器，又称为本体论编辑器或者本体管理环境，是指设计用于辅助本体之创建、编辑、保存或处理等操作的应用程序。它们往往在众多的本体语言之中选用其一来表达本体。不过，有些本体编辑器还可以采用其他本体语言进行导出。尽管人们大都习惯于称此类工具为“本体编辑器”，而本体编辑器的功能实际上往往并不仅局限于本体的创建、编辑和保存。""",中文:, 本体编辑器
 本体语言,"""在计算机科学和人工智能领域，本体语言（ontologylanguage、又称为本体论语言）是指用于构建本体的形式语言。此类语言允许对有关特定领域的知识加以编码，且常常还包括为处理这些知识提供支持的推理规则。本体语言通常为描述性语言（又称为表述型语言、说明性语言），几乎总是属于框架语言的泛化形式，且一般都基于一阶逻辑或描述逻辑。""",中文:, 本体语言
 资源描述框架,"""资源描述框架（英语：ResourceDescriptionFramework，縮寫为RDF），是万维网联盟（W3C）提出的一组标记语言的技术规范，以便更为丰富地描述和表达网络资源的内容与结构。""",中文:, 资源描述框架
 专家系统,"""专家系统是早期人工智能的一个重要分支，它可以看作是一类具有专门知识和经验的计算机智能程序系统，一般采用人工智能中的知识表示和知识推理技术来模拟通常由领域专家才能解决的复杂问题。一般来说，专家系统=知识库+推理机，因此专家系统也被称为基于知识的系统。一个专家系统必须具备三要素：领域专家级知识模拟专家思维达到专家级的水平""",中文:, 专家系统
 受控词表,"""受控词表，又称为控制词汇表、受控词汇表或者控制词表，是一种对知识加以组织整理，以便后续进行检索的手段。受控词表在主题词标引方案、主题词表、叙词表、分类法以及本体等语义谱成员之中都有应用。受控词表方案强制要求采用预先确定且经过权威认定的术语，而这些术语是由词表的设计者原先选定的。相比之下，自然语言词表并没有施加此类限制。""",中文:, 受控词表
 语义wiki,"""博弈语义是一种基于博弈论定义真或有效性等逻辑概念的形式语义，比如游戏者的赢策略。保尔·洛伦茨首先在1950年代晚期为逻辑引入了博弈语义。此后在逻辑中已经研究了很多不同的博弈语义。博弈语义也已经应用于编程语言的形式语义。""",中文:, 语义wiki
 整体论,"""整全觀（holism）的主張，是一个系统（宇宙、人體等）中各部分為一有機之整，而不能割裂或分開來理解。根據此一觀點，分析整體時若將其視作部分的總和，或將整體化約為分離的元素，將難免疏漏。許多原始文明也有整全觀的概念，例如北美或澳洲的原住民相信他們跟土地、神靈、動植物的聯繫，並體現在宗教儀式之中。中國古代儒道思想有「天人合一」，中醫學說明了整全觀如何應用在實用性的學科——它將人體各部份視為一有機整體，而不單是器官的整合。要醫治病人須保持整個人陰陽調和，而非單一器官的問題。中醫也是現代整全醫療中的代表之一。還原論常常被視為對立於整全觀。科學上的還原論的主張為：在一個複雜系統裏，組成部分的行為可以解釋整體系統的表現。18至20世紀流行於科學家之間的哲學邏輯實證論，其中一個信念就是科學研究是階層式的：物理→化學→生物學→心理學→社會科學，化學的法則可以用物理學解釋，生物學的法則可以用化學去解釋。在學術研究上，對複雜系統的研究，令偏向抽象事物的研究者明白「還原」不足以解釋一個複雜系統內部交叉產生的現象；在現實問題裏，例如處理疾病、貧窮、經濟、城市規劃、慣性收視等問題時，經常需要跨學科的合作；在社會上，20世紀中人們開始重視生態圈、環境保護，國家政府過於追求国内生产总值（GDP）以致忽略國民的生活質素，有人提出国民幸福总值以取代GDP。這些事件，都可以說體現人們更重視整全觀。""",中文:, 整体论
 人脸识别,"""人脸识别，特指利用分析比较人脸视觉特征信息进行身份鉴别的计算机技术。""",中文:, 人脸识别
 光学字符识别,"""光学字符识别（英语：OpticalCharacterRecognition，OCR）是指对文本资料的图像文件进行分析识别处理，获取文字及版面信息的过程。""",中文:, 光学字符识别
 土地规划,"""天津市规划局是中华人民共和国天津市人民政府主管全市城市规划工作的市政府组成部门组成部門。""",中文:, 土地规划
 战略,"""战略/策略，是指为实现某种目标（如政治、军事、经济或国家利益方面的目标）而制定的大规模、全方位的长期行动计划。""",中文:, 战略
 系统思维,"""系統思維是一種途徑協助人們從宏觀角度了解系統，包括了整體結構、模式及週期。相對於笛卡兒及其他人的還原論、哲學分析，它傾向整體主義。因為它關心的是整體及其各部分之間的關係。""",中文:, 系统思维
 航天计划,"""中华人民共和国航天事业可以追溯到1956年，那时中国组建了国防部第五研究院，是现在中国国家航天局的前身。经过50多年的发展，中国已跻身于世界航天大国的行列。从第一颗人造卫星到北斗导航，从第一枚运载火箭到首次载人航天，从天宫一号到嫦娥落月，中国航天取得了举世瞩目的成就。""",中文:, 航天计划
 半导体分析,"""半导体器件（semiconductordevice）是利用半导体材料的特殊电特性来完成特定功能的电子器件。半導體的導電性介於良導電體與絕緣體之間，这些半导体材料通常是硅、锗或砷化镓，並經過各式特定的滲雜，產生P型或N型半導體，作成整流器、振盪器、發光器、放大器、測光器等元件或設備。常見的半導體元件有二極體、電晶體等。""",中文:, 半导体分析
 悬疑,"""懸疑小說是一個鬆散定義的分類，常被用來作為偵探小說或驚悚小說等的代名詞。小說內容以懸疑為主，通常可以與其他小說類型相區隔開來，不過界線可能不夠明確。懸疑小說包括幾個子類型，例如推理小說、恐怖小說等，但只包括部份的奇幻小说、科幻小說、玄幻小说。""",中文:, 悬疑
 推理,"""推理是「使用理智從某些前提產生結論」的行動。以下三種推理是屬於哲學、邏輯、心理學和人工智能等學門所感興趣的領域。""",中文:, 推理
 程序分析,"""程序分析技术包括静态程序分析和动态分析技术。静态分析，如控制流分析、数据流分析、别名分析、程式切片等。动态分析包括插装等。""",中文:, 程序分析
 篇章分析,"""言談分析（discourseanalysis，簡稱DA）是一套廣泛應用於語言學、社會學、認知心理學、口語傳播等學科的分析方式，講求在語境中分析口語、書面語言、手語、肢體語言等等不同的語言行為（Speechacts）及言外行為。言談分析強調語言分析應跨越單句的藩籬，著重句與句之間成章成篇的關聯性與結構性；同時認為語言分析者應分析自然產生的真實語料，而應避免使用專為研究而造出來的例句，所以又被稱為語料庫語言學（Corpuslinguistics）。""",中文:, 篇章分析
 系统分析,"""系统分析，旨在研究特定系统结构中各部分（各子系统）的相互作用，系统的对外接口与界面，以及该系统整体的行为、功能和局限，从而为系统未来的变迁与有关决策提供参考和依据。系统分析的经常目标之一，在于改善决策过程及系统性能，以期达到系统的整体最优。系统分析被看作是系统工程的一个重要程序和核心组成部分，以及系统理论的一项应用。在系统开发生命周期中，系统分析阶段先于系统设计，是系统开发前期不可或缺的工作。系统分析大量借用数学模型、数学分析、计算机模拟等定量分析方法，试图在具有不确定约束或边界条件的情况下，对系统要素进行综合分析、描述，得出较为准确或合理的结论。在信息技术领域，系统分析的发展相对比较成熟，并与计算机系统及软件工程中的需求分析有着密切的关系。随着计算机技术、运筹学的普及以及结构化分析、规约语言等系统分析方法的发展，系统分析方法在跨学科领域也获得日益广泛的应用，被用于研究、分析、改善许多复杂系统。""",中文:, 系统分析
 计算机网络分析,"""计算机程序（ComputerProgram）是指一组指示计算机或其他具有訊息处理能力装置每一步动作的指令，通常用某种程序设计语言编写，运行于某种目标体系结构上。打个比方，一个程序就像一个用汉语（程序设计语言）写下的红烧肉菜谱（程序），用于指导懂汉语（編譯器）同時也會烹饪手法的人（体系结构）来做这道菜。通常，以英文文本為基礎的计算机程序要经过編譯和連結而成为一种人们不易看清而计算机可解讀的一連串數字的格式，然后放入运行。未经编译就可运行的程序，通常称之为脚本程序（script）。""",中文:, 计算机网络分析
 资料分析,"""資料分析是一类统计方法，其主要特点是多维性和描述性。有些几何方法有助于揭示不同的数据之间存在的关系，并绘制出统计信息图，以更简洁的解释这些数据中包含的主要信息。其他一些用于收集数据，以便弄清哪些是同质的，从而更好地了解数据。資料分析可以处理大量数据，并确定这些数据最有用的部分。本学科近年来的成功，很大程度上是因为制图技术的提高。这些图可以通过直接分析数据，来突出难以捕捉的关系；更重要的是，这些表达方法与基于现象分布的“先验”观念无关，与经典统计方法正相反。資料分析的数学基础在20世纪早期就已确立，但直到计算机的出现才使得实际操作成为可能，并使得資料分析得以推广。資料分析是数学与计算机科学相结合的产物。若是以固定时间为資料分析的颗粒单位，则称为时间序列分析，是主要作为销售数据商业分析的方法之一。""",中文:, 资料分析
 形式科学,"""形式科學是指主要研究對象為抽象形態的科學，如邏輯、數學、計算理論、資訊理論、統計學等。""",中文:, 形式科学
 概念系统,"""在科學研究中，實驗系統（Experimentalsystem）是由漢斯·約爾格·賴因貝格爾在研究分子生物學和蛋白質的生物合成的化學史中提出的科學哲學。物理、技術、程序中實驗的基礎。""",中文:, 概念系统
 逻辑,"""邏輯（古希腊语：λογική；德語：Logik；法语：logique；英语：logic；意大利语、西班牙语、葡萄牙语:logica），又稱理則、論理、推理、推論，是对有效推論的哲學研究。邏輯被使用在大部份的智能活動中，但主要在哲學、心理、学习、推论统计学、脑科学、數學、語義學、法律和電腦科學等領域內被視為一門學科。邏輯討論邏輯論證會呈現的一般形式，哪種形式是有效的，以及其中的謬論。邏輯通常可分為三個部份：歸納推理、溯因推理和演繹推理。在哲學裡，邏輯被應用在大多數的主要領域之中：形上學/宇宙論、本體論、知識論及倫理學。在數學裡，邏輯是指形式逻辑和数理邏輯，形式逻辑是研究某個形式語言的有效推論。主要是演繹推理。在辯證法中也會學習到邏輯。数理邏輯是研究抽象邏輯关系和数学基本的问题。在心理、脑科学、語義學、法律裡，是研究人类思想推理的处理。在学习、推论统计学裡，是研究最大可能的结论。主要是歸納推理、溯因推理。在電腦科學裡，是研究各种方法的性质，可能性，和实现在机器上。主要是歸納推理、溯因推理，也有在歸納推理的研究。从古文明开始（如古印度、中國和古希臘）都有對邏輯進行研究。在西方，亞里斯多德將邏輯建立成一門正式的學科，並在哲學中給予它一個基本的位置。""",中文:, 逻辑
